OBJECTID,COUNTY,MUNICIPALITY,NHA_JOIN_ID,GlobalID,created_user,created_date,last_edited_user,last_edited_date
4608,Westmoreland,Murrysville Borough,alj88173,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:36:42,AJohnsonWPC,3/9/2020 18:36:42
4609,Westmoreland,Upper Burrell Township,alj88174,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:37:00,AJohnsonWPC,3/9/2020 18:37:00
4610,Westmoreland,Lower Burrell City,alj88174,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:37:00,AJohnsonWPC,3/9/2020 18:37:00
4611,Westmoreland,Trafford Borough,alj90261,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:37:25,AJohnsonWPC,3/9/2020 18:37:25
4612,Westmoreland,Penn Township,alj90261,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:37:25,AJohnsonWPC,3/9/2020 18:37:25
4613,Butler,Middlesex Township,alj90268,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:37:41,AJohnsonWPC,3/9/2020 18:37:41
4614,Butler,Buffalo Township,alj90269,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:38:01,AJohnsonWPC,3/9/2020 18:38:01
4615,Armstrong,Freeport Borough,alj90269,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:38:01,AJohnsonWPC,3/9/2020 18:38:01
4616,Washington,Blaine Township,ct62150,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 18:38:19,AJohnsonWPC,3/9/2020 18:38:19
4617,Butler,Parker Township,alj78884,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:21:15,AJohnsonWPC,3/9/2020 19:21:15
4618,Armstrong,Parker City,alj78884,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:21:15,AJohnsonWPC,3/9/2020 19:21:15
4619,Armstrong,Perry Township,alj78884,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:21:15,AJohnsonWPC,3/9/2020 19:21:15
4620,Butler,Donegal Township,alj81704,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:22:19,AJohnsonWPC,3/9/2020 19:22:19
4621,Butler,Clearfield Township,alj81704,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:22:19,AJohnsonWPC,3/9/2020 19:22:19
4622,Armstrong,West Franklin Township,alj81704,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:22:19,AJohnsonWPC,3/9/2020 19:22:19
4623,Butler,Winfield Township,alj81712,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:23:01,AJohnsonWPC,3/9/2020 19:23:01
4624,Armstrong,South Buffalo Township,alj81712,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:23:01,AJohnsonWPC,3/9/2020 19:23:01
4625,Armstrong,West Franklin Township,alj82506,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:23:41,AJohnsonWPC,3/9/2020 19:23:41
4626,Armstrong,Bethel Township,alj82522,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:24:19,AJohnsonWPC,3/9/2020 19:24:19
4627,Armstrong,Manor Township,alj82522,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:24:19,AJohnsonWPC,3/9/2020 19:24:19
4628,Armstrong,Wayne Township,alj82529,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:24:55,AJohnsonWPC,3/9/2020 19:24:55
4629,Armstrong,Redbank Township,alj82529,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:24:55,AJohnsonWPC,3/9/2020 19:24:55
4630,Clarion,Porter Township,alj82926,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:25:27,AJohnsonWPC,3/9/2020 19:25:27
4631,Clarion,Madison Township,alj82926,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:25:27,AJohnsonWPC,3/9/2020 19:25:27
4632,Armstrong,Madison Township,alj82926,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:25:27,AJohnsonWPC,3/9/2020 19:25:27
4633,Armstrong,Mahoning Township,alj82926,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:25:27,AJohnsonWPC,3/9/2020 19:25:27
4634,Clarion,Redbank Township,alj82935,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:26:10,AJohnsonWPC,3/9/2020 19:26:10
4635,Armstrong,Redbank Township,alj82935,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:26:11,AJohnsonWPC,3/9/2020 19:26:11
4636,Armstrong,Atwood Borough,alj82940,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:26:58,AJohnsonWPC,3/9/2020 19:26:58
4637,Armstrong,Cowanshannock Township,alj82940,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:26:59,AJohnsonWPC,3/9/2020 19:26:59
4638,Armstrong,Applewold Borough,alj82942,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:27:39,AJohnsonWPC,3/9/2020 19:27:39
4639,Armstrong,Ford City Borough,alj82942,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:27:39,AJohnsonWPC,3/9/2020 19:27:39
4640,Armstrong,Kittanning Borough,alj82942,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:27:39,AJohnsonWPC,3/9/2020 19:27:39
4641,Armstrong,Manorville Borough,alj82942,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:27:39,AJohnsonWPC,3/9/2020 19:27:39
4642,Armstrong,Cadogan Township,alj82942,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:27:39,AJohnsonWPC,3/9/2020 19:27:39
4643,Armstrong,South Buffalo Township,alj82942,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:27:40,AJohnsonWPC,3/9/2020 19:27:40
4644,Armstrong,Bethel Township,alj82942,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:27:40,AJohnsonWPC,3/9/2020 19:27:40
4645,Armstrong,East Franklin Township,alj82942,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:27:40,AJohnsonWPC,3/9/2020 19:27:40
4646,Armstrong,Manor Township,alj82942,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:27:40,AJohnsonWPC,3/9/2020 19:27:40
4647,Armstrong,North Buffalo Township,alj82942,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:27:40,AJohnsonWPC,3/9/2020 19:27:40
4648,Lawrence,Wilmington Township,alj84981,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:28:34,AJohnsonWPC,3/9/2020 19:28:34
4649,Lawrence,Pulaski Township,alj84981,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:28:35,AJohnsonWPC,3/9/2020 19:28:35
4650,Lawrence,Little Beaver Township,alj84985,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:29:26,AJohnsonWPC,3/9/2020 19:29:26
4651,Lawrence,New Beaver Borough,alj84988,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:30:07,AJohnsonWPC,3/9/2020 19:30:07
4652,Lawrence,Little Beaver Township,alj84988,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:30:07,AJohnsonWPC,3/9/2020 19:30:07
4653,Beaver,Darlington Township,alj84988,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:30:07,AJohnsonWPC,3/9/2020 19:30:07
4654,Beaver,Big Beaver Borough,alj84988,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:30:07,AJohnsonWPC,3/9/2020 19:30:07
4655,Lawrence,New Beaver Borough,alj84990,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:30:43,AJohnsonWPC,3/9/2020 19:30:43
4656,Lawrence,Little Beaver Township,alj84990,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:30:43,AJohnsonWPC,3/9/2020 19:30:43
4657,Lawrence,North Beaver Township,alj84990,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:30:43,AJohnsonWPC,3/9/2020 19:30:43
4658,Lawrence,Hickory Township,alj85003,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:31:18,AJohnsonWPC,3/9/2020 19:31:18
4659,Lawrence,Plain Grove Township,alj85416,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:31:48,AJohnsonWPC,3/9/2020 19:31:48
4660,Lawrence,Scott Township,alj85416,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:31:48,AJohnsonWPC,3/9/2020 19:31:48
4661,Butler,Worth Township,alj85416,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:31:48,AJohnsonWPC,3/9/2020 19:31:48
4662,Butler,Marion Township,alj85419,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:32:17,AJohnsonWPC,3/9/2020 19:32:17
4663,Venango,Irwin Township,alj85419,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:32:17,AJohnsonWPC,3/9/2020 19:32:17
4664,Butler,Marion Township,alj85420,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:32:53,AJohnsonWPC,3/9/2020 19:32:53
4665,Butler,Mercer Township,alj85420,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:32:53,AJohnsonWPC,3/9/2020 19:32:53
4666,Venango,Irwin Township,alj85420,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:32:53,AJohnsonWPC,3/9/2020 19:32:53
4667,Butler,Mercer Township,alj85421,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:33:30,AJohnsonWPC,3/9/2020 19:33:30
4668,Butler,Slippery Rock Township,alj85422,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:34:16,AJohnsonWPC,3/9/2020 19:34:16
4669,Butler,Worth Township,alj85422,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:34:16,AJohnsonWPC,3/9/2020 19:34:16
4670,Butler,Worth Township,alj85423,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:34:47,AJohnsonWPC,3/9/2020 19:34:47
4671,Butler,Worth Township,alj85820,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:35:20,AJohnsonWPC,3/9/2020 19:35:20
4672,Butler,Worth Township,alj85822,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:35:58,AJohnsonWPC,3/9/2020 19:35:58
4673,Mercer,Liberty Township,alj85823,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:36:43,AJohnsonWPC,3/9/2020 19:36:43
4674,Lawrence,Plain Grove Township,alj85823,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:36:43,AJohnsonWPC,3/9/2020 19:36:43
4675,Butler,Slippery Rock Borough,alj85823,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:36:43,AJohnsonWPC,3/9/2020 19:36:43
4676,Butler,Mercer Township,alj85823,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:36:44,AJohnsonWPC,3/9/2020 19:36:44
4677,Butler,Slippery Rock Township,alj85823,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:36:44,AJohnsonWPC,3/9/2020 19:36:44
4678,Butler,Worth Township,alj85823,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:36:44,AJohnsonWPC,3/9/2020 19:36:44
4679,Butler,Slippery Rock Township,alj85824,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:37:31,AJohnsonWPC,3/9/2020 19:37:31
4680,Butler,Slippery Rock Township,alj85825,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:38:10,AJohnsonWPC,3/9/2020 19:38:10
4681,Butler,Slippery Rock Township,alj85826,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:38:46,AJohnsonWPC,3/9/2020 19:38:46
4682,Butler,Brady Township,alj85826,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:38:46,AJohnsonWPC,3/9/2020 19:38:46
4683,Butler,Brady Township,alj85827,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:39:21,AJohnsonWPC,3/9/2020 19:39:21
4684,Butler,West Liberty Borough,alj85828,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:39:54,AJohnsonWPC,3/9/2020 19:39:54
4685,Butler,Brady Township,alj85828,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:39:54,AJohnsonWPC,3/9/2020 19:39:54
4686,Butler,Franklin Township,alj85829,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:40:22,AJohnsonWPC,3/9/2020 19:40:22
4687,Butler,Brady Township,alj85829,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:40:22,AJohnsonWPC,3/9/2020 19:40:22
4688,Butler,Clay Township,alj85829,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:40:22,AJohnsonWPC,3/9/2020 19:40:22
4689,Butler,Brady Township,alj85830,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:40:56,AJohnsonWPC,3/9/2020 19:40:56
4690,Butler,Franklin Township,alj85831,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:41:29,AJohnsonWPC,3/9/2020 19:41:29
4691,Butler,Muddy Creek Township,alj85831,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:41:30,AJohnsonWPC,3/9/2020 19:41:30
4692,Butler,Worth Township,alj85831,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:41:30,AJohnsonWPC,3/9/2020 19:41:30
4693,Butler,Brady Township,alj85831,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:41:30,AJohnsonWPC,3/9/2020 19:41:30
4694,Butler,Franklin Township,alj85832,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:42:08,AJohnsonWPC,3/9/2020 19:42:08
4695,Butler,Franklin Township,alj85835,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:42:40,AJohnsonWPC,3/9/2020 19:42:40
4696,Butler,Muddy Creek Township,alj85836,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:43:20,AJohnsonWPC,3/9/2020 19:43:20
4697,Butler,Connoquenessing Township,alj85839,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:43:53,AJohnsonWPC,3/9/2020 19:43:53
4698,Butler,Franklin Township,alj85840,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:44:25,AJohnsonWPC,3/9/2020 19:44:25
4699,Butler,Muddy Creek Township,alj85841,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:45:00,AJohnsonWPC,3/9/2020 19:45:00
4700,Butler,Muddy Creek Township,alj85842,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:45:28,AJohnsonWPC,3/9/2020 19:45:28
4701,Butler,Lancaster Township,alj85843,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:45:59,AJohnsonWPC,3/9/2020 19:45:59
4702,Butler,Jackson Township,alj85844,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:46:32,AJohnsonWPC,3/9/2020 19:46:32
4703,Butler,Lancaster Township,alj85844,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:46:32,AJohnsonWPC,3/9/2020 19:46:32
4704,Butler,Zelienople Borough,alj85845,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:47:06,AJohnsonWPC,3/9/2020 19:47:06
4705,Butler,Jackson Township,alj85845,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:47:06,AJohnsonWPC,3/9/2020 19:47:06
4706,Butler,Forward Township,alj85846,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:47:39,AJohnsonWPC,3/9/2020 19:47:39
4707,Butler,Connoquenessing Township,alj85847,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:48:26,AJohnsonWPC,3/9/2020 19:48:26
4708,Butler,Connoquenessing Township,alj85848,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:49:16,AJohnsonWPC,3/9/2020 19:49:16
4709,Butler,Forward Township,alj85850,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:50:05,AJohnsonWPC,3/9/2020 19:50:05
4710,Butler,Penn Township,alj85852,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:50:58,AJohnsonWPC,3/9/2020 19:50:58
4711,Butler,Jefferson Township,alj85854,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:51:46,AJohnsonWPC,3/9/2020 19:51:46
4712,Butler,Clinton Township,alj85854,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:51:46,AJohnsonWPC,3/9/2020 19:51:46
4713,Butler,Winfield Township,alj85855,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:52:30,AJohnsonWPC,3/9/2020 19:52:30
4714,Butler,Oakland Township,alj86640,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:53:14,AJohnsonWPC,3/9/2020 19:53:14
4715,Butler,Oakland Township,alj86641,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:53:47,AJohnsonWPC,3/9/2020 19:53:47
4716,Butler,Summit Township,alj86642,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:54:20,AJohnsonWPC,3/9/2020 19:54:20
4717,Butler,Washington Township,alj86643,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:54:55,AJohnsonWPC,3/9/2020 19:54:55
4718,Butler,Cherry Township,alj86643,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:54:55,AJohnsonWPC,3/9/2020 19:54:55
4719,Butler,Clay Township,alj86643,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:54:55,AJohnsonWPC,3/9/2020 19:54:55
4720,Butler,Concord Township,alj86643,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:54:56,AJohnsonWPC,3/9/2020 19:54:56
4721,Butler,Slippery Rock Township,alj86644,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:55:25,AJohnsonWPC,3/9/2020 19:55:25
4722,Butler,Cherry Township,alj86644,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:55:25,AJohnsonWPC,3/9/2020 19:55:25
4723,Butler,Washington Township,alj86646,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:56:00,AJohnsonWPC,3/9/2020 19:56:00
4724,Butler,Marion Township,alj86647,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:56:35,AJohnsonWPC,3/9/2020 19:56:35
4725,Butler,Venango Township,alj86647,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:56:36,AJohnsonWPC,3/9/2020 19:56:36
4726,Butler,Washington Township,alj86647,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:56:36,AJohnsonWPC,3/9/2020 19:56:36
4727,Butler,Cherry Township,alj86647,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:56:36,AJohnsonWPC,3/9/2020 19:56:36
4728,Butler,Parker Township,alj86650,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:57:12,AJohnsonWPC,3/9/2020 19:57:12
4729,Butler,Cherry Valley Borough,alj86651,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:58:00,AJohnsonWPC,3/9/2020 19:58:00
4730,Butler,Allegheny Township,alj86651,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:58:00,AJohnsonWPC,3/9/2020 19:58:00
4731,Venango,Scrubgrass Township,alj86651,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:58:00,AJohnsonWPC,3/9/2020 19:58:00
4732,Beaver,Franklin Township,alj86652,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:58:37,AJohnsonWPC,3/9/2020 19:58:37
4733,Beaver,Marion Township,alj86652,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:58:37,AJohnsonWPC,3/9/2020 19:58:37
4734,Beaver,Franklin Township,alj86653,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:59:21,AJohnsonWPC,3/9/2020 19:59:21
4735,Beaver,Marion Township,alj86653,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 19:59:21,AJohnsonWPC,3/9/2020 19:59:21
4736,Beaver,Marion Township,alj86654,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 20:00:10,AJohnsonWPC,3/9/2020 20:00:10
4737,Beaver,North Sewickley Township,alj86654,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 20:00:10,AJohnsonWPC,3/9/2020 20:00:10
4738,Beaver,Big Beaver Borough,alj86656,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 20:00:59,AJohnsonWPC,3/9/2020 20:00:59
4739,Beaver,New Sewickley Township,alj86657,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 20:01:51,AJohnsonWPC,3/9/2020 20:01:51
4740,Beaver,New Brighton Borough,alj86658,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 20:02:43,AJohnsonWPC,3/9/2020 20:02:43
4741,Beaver,Patterson Heights Borough,alj86658,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 20:02:43,AJohnsonWPC,3/9/2020 20:02:43
4742,Beaver,Daugherty Township,alj86658,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 20:02:43,AJohnsonWPC,3/9/2020 20:02:43
4743,Beaver,Beaver Falls City,alj86658,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 20:02:43,AJohnsonWPC,3/9/2020 20:02:43
4744,Beaver,Fallston Borough,alj86659,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 20:03:21,AJohnsonWPC,3/9/2020 20:03:21
4745,Beaver,Patterson Township,alj86659,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 20:03:21,AJohnsonWPC,3/9/2020 20:03:21
4746,Beaver,Chippewa Township,alj86662,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 20:03:53,AJohnsonWPC,3/9/2020 20:03:53
4747,Beaver,Brighton Township,alj86662,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 20:03:53,AJohnsonWPC,3/9/2020 20:03:53
4748,Beaver,Chippewa Township,alj86663,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 20:04:25,AJohnsonWPC,3/9/2020 20:04:25
4749,Beaver,Big Beaver Borough,alj86664,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 20:05:04,AJohnsonWPC,3/9/2020 20:05:04
4750,Beaver,Darlington Township,alj86665,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 20:05:33,AJohnsonWPC,3/9/2020 20:05:33
4751,Beaver,South Beaver Township,alj86665,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 20:05:33,AJohnsonWPC,3/9/2020 20:05:33
4752,Beaver,Big Beaver Borough,alj86665,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 20:05:33,AJohnsonWPC,3/9/2020 20:05:33
4753,Beaver,Darlington Borough,alj86665,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 20:05:33,AJohnsonWPC,3/9/2020 20:05:33
4754,Beaver,Darlington Township,alj86666,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 20:06:04,AJohnsonWPC,3/9/2020 20:06:04
4755,Beaver,South Beaver Township,alj86666,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 20:06:04,AJohnsonWPC,3/9/2020 20:06:04
4756,Butler,Brady Township,alj90274,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 20:06:43,AJohnsonWPC,3/9/2020 20:06:43
4757,Butler,Clay Township,alj90274,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 20:06:43,AJohnsonWPC,3/9/2020 20:06:43
4758,Butler,Worth Township,alj90275,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 20:07:14,AJohnsonWPC,3/9/2020 20:07:14