OBJECTID,Site Name,Brief Description,NHA Join ID,COUNTY_NAM
605,South Branch Plum Creek,Aquatic and riparian habitat along Plum Creek provide habitat for a number of species of concern.,alj82526,INDIANA
607,Plum Creek at Crooked Creek,Creeks provide habitat for a sensitive species of concern.,alj82525,INDIANA
636,North Branch Plum Creek,Plum Creek provides habitat for an aquatic species of concern.,alj82527,INDIANA
651,Toms Run at Pine Ridge Park,Mesic slopes support a population of a sensitive species of concern.,alj84566,INDIANA
696,Blairsville,A small patch of forest near Blairsville supports a sensitive species of concern.,alj90270,INDIANA
79,Mahoning River at Edinburg,Floodplains and forests along the Mahoning River provide habitat for species and communities of concern.,alj84982,LAWRENCE
80,Hickory Run,A plant species of concern grows along Hickory Run.,alj84983,LAWRENCE
81,Hickory Pipeline,A sensitive species of concern is found in the wetlands along a pipeline ROW.,alj84984,LAWRENCE
82,Honey Creek,Honey Creek provides habitat for a rare freshwater mussel.,alj84985,LAWRENCE
83,North Fork Little Beaver Creek at Enon Valley,This stretch of the North Fork of Little Beaver Creek and a surrounding complex of wetlands provides habitat for two species of concern.,alj84986,LAWRENCE
84,North Fork Little Beaver Creek at Mud Bridge Road,A species of concern nests along the North Fork of Little Beaver Creek.,alj84987,LAWRENCE
86,Little Beaver Creek at New Galilee,Little Beaver Creek and surrounding wetlands provide habitat for a variety of species of concern.,alj84988,LAWRENCE
87,Beaver River at West Pittsburg,The Beaver River and surrounding wetlands provide habitat for several species of concern.,alj84989,LAWRENCE
88,Jenkins Run,Jenkins Run provides habitat for an aquatic species of concern.,alj84990,LAWRENCE
89,Wampum Run,The landscape surrounding Wampum Run supports several species of concern.,alj84991,LAWRENCE
90,Wampum Road,Abandoned mines provide habitat for sensitive species of concern.,alj84992,LAWRENCE
92,Beaver River at Connoquenessing Creek,This stretch of the Beaver River hosts several rare aquatic species of concern.,alj84993,LAWRENCE
94,Connoquenessing Creek at Ellport,"Connoquenessing Creek provides habitat for several freshwater mussel species, as well as nesting habitat for a bird species of concern.",alj84994,LAWRENCE
95,Slippery Rock Creek,"Slippery Rock Creek, stretching through McConnells Mills park, provides habitat for numerous species and communities of concern.",alj84995,LAWRENCE
96,Slippery Rock Gorge Trail,Slippery Rock Creek and the gorge surounding the creek support many species of concern.,alj84998,LAWRENCE
97,Mill Bridge Road,Wetlands near McConnells Mills State Park host two species of concern.,alj84999,LAWRENCE
98,Brush Run,A shrubby marsh meadow along Brush Run supports a variety of rare wetland plants.,alj85000,LAWRENCE
99,Harlansburg,The caves in Harlansburg provide habitat for a sensitive species of concern.,alj85001,LAWRENCE
100,Fringed Gentian Fen,These seepage wetlands and wet pastures provide habitat for many rare wetland forbs and graminoids.,alj85002,LAWRENCE
101,Hawk Marsh,A tussock sedge marsh community is found near Hottenbaugh Run.,alj85003,LAWRENCE
102,Vosler Road,Agricultural fields and pastures at site of a reclaimed strip mine provide habitat for a bird species of concern.,alj85004,LAWRENCE
103,Plain Grove Fens,Plain Grove Fens provide habitat for more than 20 rare species and communities of concern.,alj85005,LAWRENCE
104,Grange Hall Fen,This fen supports many rare species and communities of concern.,alj85006,LAWRENCE
105,Hillsville,Habitat near a strip mine hosts a sensitive species of concern.,alj85007,LAWRENCE
106,Plain Grove Road,Scrubby wetlands provide habitat for several species of concern.,alj85013,LAWRENCE
107,Old Ash Road,Wetlands provide habitat for rare plant species.,alj85413,LAWRENCE
108,Volant Grasslands,"This mosaic of grasslands, farm fields, and forests provide habitat for many bird species of concern.",alj85414,LAWRENCE
115,Coffee Run,Mosaic of wet agricultural and forested patches provides habitat for a plant species of concern.,alj84977,LAWRENCE
116,Shenango River Floodplains,The floodplains around Shenango River and its many tributaries provide habitat for a number of species and communities of concern.,alj84978,LAWRENCE
118,Slippery Rock Creek at Elliots Mills,The creek and surrounding floodplains provide habitat for several species of concern.,alj85416,LAWRENCE
119,Neshannock Creek at Newcastle,This stretch of Neshannock Creek and its floodplains provide habitat for a variety of species of concern.,alj85417,LAWRENCE
120,Little Neshannock Creek,"The creek, tributaries, and surrounding floodplains provide habitat for several species of concern.",alj85418,LAWRENCE
128,Wolf Creek Narrows,"The wetlands, forests, and creek habitat along Wolf Creek support many species of concern.",alj85823,LAWRENCE
201,Shenango River at New Castle,Open and forested wetlands along the Shenango River provide habitat for numerous species of concern.,alj84980,LAWRENCE
550,Bessemer Lake Park,Two rare snail species occur in Bessemer Lake Park.,alj88644,LAWRENCE
551,North Country Trail at Snake Run,Two snail species of concern occur along the North Country Trail.,alj89030,LAWRENCE
589,Heather Heights Road,A mix of pastures and agricultural fields provide habitat for a species of concern.,alj84981,LAWRENCE
593,Baird Road,A reclaimed strip mine provides habitat for two bird species of concern.,alj84979,LAWRENCE
594,State Game Land #284,A series of wetlands provide habitat for many species of concern.,alj85415,LAWRENCE
10,Buffalo Creek,NHA site description is incomplete.,ct62150,WASHINGTON
232,Peters Creek Road,"Wetlands, marshes, and forest patches along small streams provide habitat for multiple species of concern.",alj86731,WASHINGTON
242,Monongahela River at New Eagle,A variety of species are found in this stretch of the Monongahela River and along the floodplains.,alj86739,WASHINGTON
243,Riverview Floodplain,Two species of concern are found on a remnant floodplain along the Monongahela River.,alj86740,WASHINGTON
244,Dutch Fork Valley,The rich floodplain along Buffalo Creek supports multiple species and communities of concern.,alj86781,WASHINGTON
245,Narigan Run Road,Blue herons nest in the forested areas along Narigan Run.,alj86782,WASHINGTON
246,Dutch Fork,"A mussel species of concern inhabits Dutch Fork, downstream from Dutch Fork Lake.",alj86783,WASHINGTON
247,Dutch Fork at Claysville,Early successional wetlands provide habitat for two plant species of concern.,alj86784,WASHINGTON
248,North Sunset Beach Road,Two plant species of concern occur in early successional wetlands along a tributary to Buffalo Creek.,alj86785,WASHINGTON
249,Chartiers Creek at Washington,The wetlands along Chartiers Creek in Washington support species of concern.,alj86786,WASHINGTON
250,Pleasant Grove Road,Old fields support a population of a Pennsylvania-endangered plant species.,alj86787,WASHINGTON
251,Templeton Run Road,Steep slopes support a rare plant species.,alj86788,WASHINGTON
252,Robinson Fork,Sloping forest supports a plant species of concern.,alj86789,WASHINGTON
253,Rocky Run Road,A rare plant species of concern is found in a regenerating forest.,alj86790,WASHINGTON
255,Enlow Fork Floodplain,Diverse floodplain and sloping forested hillsides along Wheeling Creek support numerous species of concern.,alj86791,WASHINGTON
256,West Finley Road,Roadside open areas and rich forested slopes support two rare plant species.,alj86792,WASHINGTON
257,Fraction Road,"Open, wet habitat along pipeline provide habitat for a Pennsylvania-endangered plant species.",alj86793,WASHINGTON
258,Whiteman Road,Regenerating pastureland provides habitat for a plant species of concern.,alj86794,WASHINGTON
260,Enlow Fork Wheeling Creek,NHA site description is incomplete.,alj86795,WASHINGTON
262,Enlow Fork Game Land Road,A Pennsylvania-endangered plant species relies on open floodplain areas along Wheeling Creek.,alj86796,WASHINGTON
263,Enlow Fork at Newland School Road,NHA site description is incomplete.,alj86797,WASHINGTON
264,Tenmile Creek,A rare mussel species is found in Tenmile Creek.,alj86798,WASHINGTON
265,Ringlands Slope Forest,Rich forested slopes provide habitat for a large population of a rare plant species of concern.,alj86799,WASHINGTON
266,Tenmile Creek at 10 Mile Road,A rare mussel occurs in this stretch of Tenmile Creek.,alj86800,WASHINGTON
268,Marianna,A network of forest patches supports several species of concern.,alj86801,WASHINGTON
270,Moth Ridge,A rare moth species inhabits open fields and sloping mesic forests.,alj86802,WASHINGTON
271,Little Tenmile Creek,A fish species of concern inhabits Little Tenmile Creek.,alj86803,WASHINGTON
273,Tenmile Creek Valley,"Tenmile Creek, and the forested edges, support many species of concern, including numerous rare plants and snails.",alj86804,WASHINGTON
274,Daniels Run,Mesic wooded slopes supports two species of concern.,alj86805,WASHINGTON
275,Carlton Drive,Blue herons nest along the North Branch Pigeon Creek.,alj86806,WASHINGTON
276,Hixon Road,A rare plant species uses wetland floodplain habitat along a road.,alj86807,WASHINGTON
277,Pigeon Creek,Steep wooded slopes along Pigeon Creek host a variety of species of concern.,alj86808,WASHINGTON
278,Mingo Creek,A variety of species of concern occur in the forested landscapes along Mingo Creek.,alj86809,WASHINGTON
279,Valley View Road at Sugar Run,A sensitive species of concern is found in a landscape of small woodlots and agricultural fields.,alj86810,WASHINGTON
280,Union Street at Mingo Creek,NHA site description is incomplete.,alj86811,WASHINGTON
281,Union Street at Froman Run,A sensitive species of concern relies on forested habitat along Froman Run.,alj86812,WASHINGTON
282,Baidland,A mesic forested hillside supports a plant species of concern.,alj86813,WASHINGTON
283,South Branch Maple Creek,A sensitive species of concern is found in a creek south of Charleroi,alj86814,WASHINGTON
284,California,A butterfly species of concern relies on open wet habitat near Pike Run Creek.,alj86815,WASHINGTON
286,Monongahela River at Fayette City,This stretch of the Monogahela River supports two sensitive species of concern.,alj86816,WASHINGTON
288,Monongahela River at Alicia,A fish species of concern is found in this stretch of the Monogahela River.,alj86817,WASHINGTON
289,Denbo Monongahela Riverside,A forested floodplain provides habitat for a rare plant species of concern.,alj86818,WASHINGTON
290,Gambles,Emergent wetlands provide habitat for several species of concern.,alj86819,WASHINGTON
291,Peters Lake Park,"Moist, rich woodlands support a rare plant species of concern.",alj86820,WASHINGTON
335,Aunt Clara Fork,The forests along where a creek forks provides habitat for multiple species of concern.,alj86756,WASHINGTON
336,Hillman State Park,The forests near a small stream support a Pennsylvania endangered plant species of concern and a rare dragonfly.,alj86757,WASHINGTON
337,Shovel Road,"A rare plant species of concern is found in wet, swampy areas.",alj86758,WASHINGTON
338,Panhandle Trail,"A rare butterfly uses open, patchy habitats along the Panhandle Trail near Burgettstown.",alj86759,WASHINGTON
339,Raccoon Creek Westmoreland County,The floodplain along Raccoon Creek in Westmoreland County support multiple rare species of concern.,alj86760,WASHINGTON
340,Brush Run Floodplain,Scrubby open areas support a Pennsylvania-endangered plant species of concern.,alj86761,WASHINGTON
341,Candor Road,Wet pasture and floodplain areas support a population of a plant species of concern.,alj86762,WASHINGTON
342,Valleyview Road,A sensitive species of concern is found in small forest patches along Vallyview Road.,alj86763,WASHINGTON
343,Beagle Club Road,"Two bird species of concern rely on the open, scrubby habitat of reclaimed mine and pasture lands.",alj86764,WASHINGTON
344,Beech Hollow Road,A sensitive species of concern is found in a small creek.,alj86765,WASHINGTON
345,Cherry Valley Reservoir,A bald eagle nests along Cherry Valley Reservoir.,alj86766,WASHINGTON
346,Millers Run Road,The wet areas along a small stream support a population of a plant species of concern.,alj86767,WASHINGTON
347,Westland Run,Sensitive species of concern use forested habitat along Westland Run.,alj86768,WASHINGTON
348,Western Ave,A rare plant species is found in the wet areas along Westland Run.,alj86769,WASHINGTON
349,Cross Creek,A sensitive species of concern is found in this stretch of Cross Creek.,alj86770,WASHINGTON
350,Willow Road,A population of a rare plant and a sensitive species of concern use the wet meadows and small forest patches in this agricultural region of Westmoreland County.,alj86771,WASHINGTON
351,Cecil-Henderston Road,A sensitive species of concern is found in a small forest patch.,alj86772,WASHINGTON
352,Cross Creek County Park,A small tributary into Cross Creek Lake supports a sensitive species of concern.,alj86773,WASHINGTON
353,Montour Trail at McPherson Run,Sloping forest along the Montour Trail provides habitat for a sensitive species of concern.,alj86774,WASHINGTON
354,Chartiers Creek at Maple Lane,The floodplain along Chartiers Creek provides habitat for a species of concern.,alj86775,WASHINGTON
356,Canonsburg Lake,Two species of concern inhabit the shoes of Canonsburg Lake.,alj86776,WASHINGTON
357,Chartiers Creek at Morganza Road,Blue herons nest along this stretch of Chartiers Creek.,alj86777,WASHINGTON
417,Wheeling Creek Tributary Floodplain,The floodplains around a small tributary to Wheeling Creek supports a sensitive species of concern.,alj87706,WASHINGTON
418,Fleming Hollow Road,A sensitive species of concern is found in this forested landscape.,alj87707,WASHINGTON
419,Beryl Ave,A sensitive species of concern occurs in a regenerating mixed mesophytic forest.,alj87708,WASHINGTON
420,Craft Creek Road,A sensitive species of concern uses wet areas of the landscape along Craft Creek Road.,alj87709,WASHINGTON
421,Jolly School Road,A sensitive species of concern uses a matrix of forests and fields.,alj87710,WASHINGTON
423,Lick Run Slopes,A globally rare species of snail is found in the wooded landscape upslope from Lick Run.,alj87711,WASHINGTON
424,Fork of Bane Creek,Fields and forest patches along a stream corridor support a sensitive species of concern.,alj87712,WASHINGTON
425,Weaver Run Road,A network of fields and forests support a sensitive species of concern.,alj87713,WASHINGTON
426,Little Daniels Run Road,A wooded landscape supports a sensitive species of concern.,alj87714,WASHINGTON
427,Bandel Road,Forests and ponds support a sensitive species of concern.,alj87715,WASHINGTON
428,Cokeburg,Wooded hillsides and ponds support a sensitive species of concern.,alj87716,WASHINGTON
429,Bentleyville,"A landscape of agricultural fields, forest patches, and small ponds support a sensitive species of concern.",alj87717,WASHINGTON
430,Richeyville,A sensitive species of concern is supported by pools in a rural landscape.,alj87718,WASHINGTON
431,Spring Drive,An agricultural and forested landscape supports a sensitive species of concern.,alj87719,WASHINGTON
432,Barnard Road,Patchwork of agricultural fields supports a sensitive species of concern.,alj87720,WASHINGTON
434,Millsboro,"A sensitive species of concern relies on forests, fields, yards, and small pools.",alj87721,WASHINGTON
575,Buffalo Creek South,"A rare plant species of concern is found in the forests south of Buffalo Creek, along the West Virginia border.",alj86780,WASHINGTON
581,Sugarcamp Run,"A sensitive species of concern relies on the steep forested slopes near Sugarcamp Run, at the West Virginia border.",alj86779,WASHINGTON
585,Imperial Mine Grassland,Three bird species of concern rely on a reclaimed mine for habitat.,alj86711,WASHINGTON
586,Buffalo Creek at Dutch Fork,This stretch of Buffalo Creek supports multiple rare species of concern.,alj86778,WASHINGTON
665,Raccoon Creek Woodlots,A series of small woodlots provide habitat for a sensitive species of concern.,alj90239,WASHINGTON
685,Sumney Road,Shrubby wetland surrounded by agricultural areas supports a plant species of concern.,alj90258,WASHINGTON
686,Campbell Road at Steubenville Pike,"A rich, forested hillslope supports a plant species of concern.",alj90259,WASHINGTON
43,Kiski River at Vandergrift,This stretch of the Kiski River supports a fish species of concern.,alj83341,WESTMORELAND
67,Conemaugh River at Power Plant Rd,Hillside above Conemaugh River provides nesting habitat for a species of concern.,alj84561,WESTMORELAND
69,Conemaugh River at Pumphouse Rd,"The mostly wet, wooded slopes along the Conemaugh River at this site provide habitat for a variety of species of concern.",alj84562,WESTMORELAND
70,Conemaugh River at Old River Hill Rd,Floodplain along Conemaugh River provides habitat for a sensitive species of concern.,alj84563,WESTMORELAND
73,Conemaugh River at Blairsville,This section of the Conemaugh River provides habitat for a species of concern.,alj84567,WESTMORELAND
111,Bairdstown,Forest along the Conemaugh River provides nesting habitat for a species of concern.,alj84972,WESTMORELAND
113,Conemaugh Reservoir,Two bird species of concern nest along the Conemaugh River.,alj84973,WESTMORELAND
235,Beckets Run,Multiple species of concern are found along small stream valleys.,alj86733,WESTMORELAND
368,Allegheny River at New Kensington,Several species are reliant on this stretch of the Allegheny River for habitat.,alj86707,WESTMORELAND
369,Valley Camp,A sensitive species of concern is found on the steep cliffs overlooking the Allegheny River.,alj86708,WESTMORELAND
435,Pollock Run,Steep forested slopes above Pollock Run support a sensitive species of concern.,alj87722,WESTMORELAND
436,Youghiogheny River Slopes,Forested hardwood slopes along the Youghiogheny River support numerous species of concern.,alj87723,WESTMORELAND
437,Painter Road Ravine,Steep river bank slopes support a rare plant species.,alj87724,WESTMORELAND
438,Youghiogheny River NW of Smithton,A forested floodplain supports a rare plant species along the Youghiogheny River.,alj87726,WESTMORELAND
439,Youghiogheny River Trail,The base of a steep slope along the Youghiogheny River Trail provides habitat for a plant species of concern.,alj87731,WESTMORELAND
440,Sager Road,A sensitive species of concern occurs in a small forest patch bordering agricultural fields.,alj87732,WESTMORELAND
452,Jacobs Creek,Dry forest opening supports a plant species of concern.,alj87734,WESTMORELAND
453,Hunters Run,A sensitive species of concern uses a small forest patch along Hunters Run and Sewickley Creek.,alj87735,WESTMORELAND
454,Sewickley Creek Oxbow,Several species of concern are found in the fields and woodlands and along Sewickley Creek.,alj87736,WESTMORELAND
455,Sewickley Creek Slopes,Dry calcareous slopes along Sewickley Creek support numerous species of concern.,alj87737,WESTMORELAND
456,Lowber Slopes,"Mesic, steep, forested slope with limestone soils support two plant species of concern.",alj87738,WESTMORELAND
457,Lowber Slopes South,Disturbed mesic forest supports a population of a plant species of concern.,alj87739,WESTMORELAND
458,Sewickley Creek West of Herminie,Early successional habitat along Sewickley Creek supports multiple species of concern.,alj87740,WESTMORELAND
460,Guffy Hollow,Complex of stream valleys and mesic forest supports a variety of species of concern.,alj87741,WESTMORELAND
461,Crawford Run,Small forest patch supports a sensitive species of concern.,alj87742,WESTMORELAND
462,Little Sewickley Creek at Darragh,A small forested riparian buffer supports a sensitive species of concern.,alj87743,WESTMORELAND
463,Whyel Road,Woodlot margins and thickets support a plant species of concern.,alj87744,WESTMORELAND
464,Yukon,Blue herons nest along Lick Run.,alj87745,WESTMORELAND
465,Youngwood,Small wetlands around Youngwood support two sensitive species of concern.,alj87746,WESTMORELAND
467,Bridgeport Dam Park,Mature dry oak forest patch supports a plant species of concern.,alj87748,WESTMORELAND
468,Jacobs Creek,Disturbed creek valley supports a small population of a plant species of concern.,alj87749,WESTMORELAND
469,Alice,Open deciduous forest supports a plant species of concern.,alj87751,WESTMORELAND
470,Dillon Road,Dry open forest supports a plant species of concern.,alj87753,WESTMORELAND
471,Buffalo Nut Sanctuary,Mature mesic forest supports a plant species of concern.,alj87754,WESTMORELAND
472,Welty Run,Dry to mesic forest supports a plant species of country.,alj87755,WESTMORELAND
473,Hoods Mill Road,NHA site description is incomplete.,alj87756,WESTMORELAND
474,Campbelle Run,Mesic oak woods support a plant species of concern.,alj87757,WESTMORELAND
475,Chestnut Ridge,Open deciduous forest supports a plant species of concern.,alj87758,WESTMORELAND
476,Donegal Lake,"Four Mile run, Lake Donegal, and the surrounding landscape support multiple species of concern.",alj87759,WESTMORELAND
477,Roaring Run Natural Area,Rich deciduous forest along a stream supports multiple species of concern.,alj87761,WESTMORELAND
478,Laurel Ridge,"Dry, reforesting pastureland supports a plant species of concern.",alj87762,WESTMORELAND
479,Pike Run at Roaring Run Natural Area,The rare West Virginia water shrew uses habitat along Pike Run.,alj87763,WESTMORELAND
480,Camp Run,"Rich, forested stream valley supports many species of concern.",alj87764,WESTMORELAND
481,"Indian Creek, Little Run",Rich forested stream valley within a large protected area supports numerous rare species of concern.,alj87765,WESTMORELAND
482,Loyalhanna Creek,Loyalhanna Creek and tributaries supports multiple aquatic species of concern.,alj87771,WESTMORELAND
483,Loyalhanna Gorge,Limestone creek gorge through a forest supports multiple species of concern.,alj87772,WESTMORELAND
484,Loyalhanna Creek at Latrobe,The stretch of Loyalhanna Creek through West Latrobe supports a fish species of concern.,alj87773,WESTMORELAND
485,Miller Run Floodplain,Floodplain forest along Miller Run supports a plant species of concern.,alj87774,WESTMORELAND
486,Latrobe Reservoir,Two bird species of concern use habitat around Latrobe Reservoir.,alj87775,WESTMORELAND
487,Jinks Trail,A population of a plant species of concern grows in open wet areas along Jinks Trail.,alj87776,WESTMORELAND
488,Loyalhanna Creek at Latrobe Crabtree Road,Blue herons nest along the Loyalhanna Creek floodplain north of West Latrobe.,alj87777,WESTMORELAND
489,Longs Road,A rare tree species occurs in a small forest patch north of West Latrobe.,alj87778,WESTMORELAND
490,Keystone State Park,"Rare butterfly and moth species occur in the habitat surrounding Keystone Lake, in Keystone State Park.",alj87779,WESTMORELAND
491,Loyalhanna Lake Area,A sensitive species of concern relies on aquatic habitat near Loyalhanna Lake.,alj88167,WESTMORELAND
492,Brush Creek,Blue herons nest along Brush Creek.,alj88168,WESTMORELAND
493,Duff Park,NHA site description is incomplete.,alj88169,WESTMORELAND
494,Haymaker Run,Haymaker Run and remant mesic forest patches support two sensitive species of concern.,alj88170,WESTMORELAND
495,Beaver Run Reservoir,Bald eagles nest along Beaver Run Reservoir.,alj88171,WESTMORELAND
496,Poke Run,NHA site description is incomplete.,alj88172,WESTMORELAND
497,Pucketa Creek,NHA site description is incomplete.,alj88173,WESTMORELAND
498,Little Pucketa Creek,Small creek supports a fish species of concern.,alj88174,WESTMORELAND
499,Loyalhanna Lake,Ospreys nest along Loyalhanna Lake.,alj88175,WESTMORELAND
500,Morring Road,A sensitive species of concern relies on sandy-soiled habitat along Loyalhanna Creek.,alj88176,WESTMORELAND
501,Porters Run,A small forest patch provides habitat for a sensitive species of concern.,alj88177,WESTMORELAND
502,Ten School Road,A sensitive species of concern relies on forested habitat.,alj88178,WESTMORELAND
503,Spruce Run,Open sandy-soiled habitat supports a sensitive species of concern.,alj88179,WESTMORELAND
504,"Chestnut Ridge, Penn View Mountain South",Complex of caves and forested and rocky ridges support many species of concern.,alj88180,WESTMORELAND
505,Harbridge Run,Rich floodplain of a small stream supports several species of concern.,alj88181,WESTMORELAND
506,Orchard Hollow Road,Mesic forest along Snyders Run supports a plant species of concern.,alj88182,WESTMORELAND
507,Tubmill Creek,Tubmill Creek and its tributaries support multiple species of concern.,alj88183,WESTMORELAND
508,"Mills Creek, Macks Run",A fish species of concern relies on the aquatic habitat in Macks Run and Mill Creek.,alj88184,WESTMORELAND
509,Right Fork Mill Creek,A high gradient stream flowing through hardwood forest supports a mammal species of concern.,alj88185,WESTMORELAND
510,Furnace Woods,A rare snail species of concern occurs in a protected forest.,alj88186,WESTMORELAND
511,Tubmill Creek at Lick Run,Rich forest along stream channel supports a rare plant species of concern.,alj88187,WESTMORELAND
521,Chestnut Ridge Park,Wet thickets of Chestnut Ridge County Park supports an invertebrate species of concern.,alj88196,WESTMORELAND
522,Spruce Flats Bog,Swampy forests and bogs support multiple species of concern.,alj87768,WESTMORELAND
570,Stoney Lonesome Woods,Mesic forest supports a plant species of concern.,alj87770,WESTMORELAND
572,Hauger Hood Road Slope,Woodland habitat supports a plant species of concern.,alj87769,WESTMORELAND
573,Linn Run State Park,"Rich hardwood forest, stream valleys, and rocky outcrops support a variety of species of concern.",alj87767,WESTMORELAND
574,Freeman Falls,Rocky outcrops provide suitable habitat for Allehgeny woodrats.,alj87752,WESTMORELAND
576,Laurelville Mennonite Road,A grassland bird is supported by open habitat along the Pennsylvania Turnpike.,alj87750,WESTMORELAND
579,State Game Land #296,Rich forested slopes support multiple species of concern.,alj87733,WESTMORELAND
600,State Game Land #153,"The forested and rocky slopes, abandoned quarries, and caves in and around State Game Lands 153 provide habitat for many species of concern.",alj84565,WESTMORELAND
618,Roaring Run-Armstrong County,"The meadows, open areas, and forests around Roaring Run support several butterfly species of concern.",alj82512,WESTMORELAND
649,Allegheny River Pool #4,"This pool in the Allegheny River, and the surrounding riparian areas, host many species of concern.",alj83344,WESTMORELAND
660,Brinker Run,An osprey nests in a forest patch.,alj87747,WESTMORELAND
661,Powdermill Nature Reserve,"Mix of regenerating fields, forests, and stream valleys support many species of concern.",alj87766,WESTMORELAND
681,Baggaley Roadside,Roadside locations for a plant species of concern.,alj90254,WESTMORELAND
682,Randall Reserve,A shrubby floodplain supports a plant species of concern.,alj90255,WESTMORELAND
683,Clark Hollow,Mesic floodplain forest supports a small population of a plant species of concern.,alj90256,WESTMORELAND
684,Conemaugh River Bend,Habitat captured by a bend in the Conemaugh River supports a plant species of concern.,alj90257,WESTMORELAND
688,Turtle Creek Slopes,The mesic forested slopes above Turtle Creek support sensitive species of concern.,alj90261,WESTMORELAND
689,Avonmore Floodplain,A natural floodplain community occurs along the Kiskiminetas River.,alj90262,WESTMORELAND
697,Charlies Road,Woodlands along the road support a tree species of concern.,alj90273,WESTMORELAND
